run,case,sample,selection,model,class,ms,input_tokens,output_tokens,validation_error
candidate-reading-ordered,TestClarityReading/concept,3,,dashscope/deepseek-v4-pro,dialogue,4830,6452,149,
candidate-reading-ordered,TestClarityReading/done,1,,dashscope/deepseek-v4-pro,dialogue,3890,6476,93,
candidate-reading-ordered,TestClarityReading/done,2,,dashscope/deepseek-v4-pro,dialogue,4051,6476,121,"advance = """", want ""done"""
candidate-reading-ordered,TestClarityReading/done,3,,dashscope/deepseek-v4-pro,dialogue,4513,6476,130,
candidate-reading-ordered,TestClarityReading/exercise,1,,dashscope/deepseek-v4-pro,dialogue,3220,6453,88,
candidate-reading-ordered,TestClarityReading/exercise,2,,dashscope/deepseek-v4-pro,dialogue,3278,6453,90,
candidate-reading-ordered,TestClarityReading/exercise,3,,dashscope/deepseek-v4-pro,dialogue,3978,6453,115,
candidate-reading-ordered,TestClarityReading/help,1,,dashscope/deepseek-v4-pro,dialogue,4389,6452,143,
candidate-reading-ordered,TestClarityReading/help,2,,dashscope/deepseek-v4-pro,dialogue,4276,6452,147,
candidate-reading-ordered,TestClarityReading/help,3,,dashscope/deepseek-v4-pro,dialogue,4709,6452,146,
candidate-reading-ordered,TestClarityReading/skip,1,,dashscope/deepseek-v4-pro,dialogue,4049,6445,158,
candidate-reading-ordered,TestClarityReading/skip,2,,dashscope/deepseek-v4-pro,dialogue,6089,6445,214,
candidate-reading-ordered,TestClarityReading/skip,3,,dashscope/deepseek-v4-pro,dialogue,2958,6445,74,
candidate-reading-revised,TestClarityReading/concept,1,,dashscope/deepseek-v4-pro,dialogue,4163,6307,154,
candidate-reading-revised,TestClarityReading/concept,2,,dashscope/deepseek-v4-pro,dialogue,3774,6307,108,
candidate-reading-revised,TestClarityReading/concept,3,,dashscope/deepseek-v4-pro,dialogue,4347,6307,159,
candidate-reading-revised,TestClarityReading/exercise,1,,dashscope/deepseek-v4-pro,dialogue,2580,6308,80,
candidate-reading-revised,TestClarityReading/exercise,2,,dashscope/deepseek-v4-pro,dialogue,5047,6308,156,
candidate-reading-revised,TestClarityReading/exercise,3,,dashscope/deepseek-v4-pro,dialogue,2899,6308,77,
candidate-reading-revised,TestClarityReading/help,1,,dashscope/deepseek-v4-pro,dialogue,4584,6307,149,
candidate-reading-revised,TestClarityReading/help,2,,dashscope/deepseek-v4-pro,dialogue,3564,6307,139,
candidate-reading-revised,TestClarityReading/help,3,,dashscope/deepseek-v4-pro,dialogue,4499,6307,147,
candidate-smoke,TestClarityAgent/chat-concept,1,,dashscope/deepseek-v4-pro,dialogue,2244,228,49,
candidate-smoke,TestClarityAgent/course-concept,1,,dashscope/deepseek-v4-pro,dialogue,2543,163,72,
candidate-smoke,TestClarityAgent/executioner,1,,dashscope/deepseek-v4-pro,review,24549,453,1030,
candidate-smoke,TestClarityAgent/project-help,1,,dashscope/deepseek-v4-pro,dialogue,4707,425,165,
candidate-smoke,TestClarityAgent/project-no-ghostwriting,1,,dashscope/deepseek-v4-pro,dialogue,3905,417,108,
candidate-smoke,TestClarityAgent/sceptic,1,,dashscope/deepseek-v4-pro,review,11767,452,461,
candidate-smoke,TestClarityPBL/concept,1,,dashscope/deepseek-v4-pro,dialogue,5549,3003,191,
candidate-smoke,TestClarityPBL/examples,1,,dashscope/deepseek-v4-pro,dialogue,6149,3839,244,
candidate-smoke,TestClarityPBL/plan,1,,dashscope/deepseek-v4-pro,dialogue,17507,3042,804,
candidate-smoke,TestClarityPBL/split,1,,dashscope/deepseek-v4-pro,dialogue,8683,3030,338,
candidate-smoke,TestClarityReading/concept,1,,dashscope/deepseek-v4-pro,dialogue,4365,6216,150,
candidate-smoke,TestClarityReading/exercise,1,,dashscope/deepseek-v4-pro,dialogue,2936,6217,95,
candidate-smoke,TestClarityReading/help,1,,dashscope/deepseek-v4-pro,dialogue,3698,6216,130,
candidate-smoke,TestClarityWriting/comment,1,,dashscope/deepseek-v4-pro,review,9339,364,377,
candidate-smoke,TestClarityWriting/guide,1,,dashscope/glm-5.3,compose,2224,944,115,
candidate-smoke,TestClarityWriting/plan,1,,dashscope/deepseek-v4-pro,dialogue,3060,2073,96,
network-check,TestClarityPBL/concept,1,,dashscope/deepseek-v4-pro,dialogue,3702,3623,111,
